DocId,name,Organization,Position,category,category_main
imh-11-0,丁崇吉,Shanghai Maritime Customs,POST,administration: local,administration
imh-11-0,丁崇吉,Shanghai Maritime Customs,POST,administration: local,administration
imh-11-0,丁崇吉,Shanghai Maritime Customs,POST,administration: local,administration
imh-11-0,丁崇吉,Holyoke High School,PRE,education: secondary,education
imh-11-0,丁崇吉,Shanghai Educational Mission School,PRE,education: missionary,education
imh-11-0,丁崇吉,Harvard University,US,education: higher,education
imh-11-1,刁慶湘,Chinese Medical Journal,POST,media: journal,media
imh-11-1,刁慶湘,National Medical Association of China,POST,association: professional,association
imh-11-1,刁慶湘,National Medical Journal,POST,media: journal,media
imh-11-1,刁慶湘,St. John's Alumni Association,POST,association: students,association
imh-11-1,刁慶湘,St. Luke's Hospital,POST,facility: health,facility
imh-11-1,刁慶湘,Geldenhui Hospital,PRE,facility: health,facility
imh-11-1,刁慶湘,Iolani College,PRE,education: higher,education
imh-11-1,刁慶湘,St. John's University,PRE,education: higher,education
imh-11-1,刁慶湘,St. Luke's Hospital,PRE,facility: health,facility
imh-11-1,刁慶湘,St. Peter's School,PRE,education: secondary,education
imh-11-1,刁慶湘,University of Pennsylvania,US,education: higher,education
imh-11-1,刁慶湘,Pennsylvania Chinese Students' Club,US,association: students,association
imh-11-10,王寵惠,Cabinet Office,POST,government: central,government
imh-11-10,王寵惠,Chung Hua Book Company,POST,business: company,business
imh-11-10,王寵惠,Civil and Criminal Code Commission,POST,administration: commission,administration
imh-11-10,王寵惠,Fu Tan College,POST,education: higher,education
imh-11-10,王寵惠,Nanking Provisional Government,POST,government: central,government
imh-11-10,王寵惠,Peiyang University,PRE,education: higher,education
imh-11-10,王寵惠,English Bar,US,judiciary: foreign,judiciary
imh-11-10,王寵惠,Inner Temple,US,association: professional,association
imh-11-10,王寵惠,Journal of the American Bar Association,US,media: periodical,media
imh-11-10,王寵惠,Yale University,US,education: higher,education
imh-11-100,周倫元,Pinghsiang Colliery,POST,industry: mines,industry
imh-11-100,周倫元,Ningpo Baptist Academy,PRE,education: higher,education
imh-11-100,周倫元,Ningpo Middle School,PRE,education: secondary,education
imh-11-100,周倫元,St. John's University,PRE,education: higher,education
imh-11-100,周倫元,Standard Oil Company of New York,PRE,business: company,business
imh-11-100,周倫元,Ingersoll Rand Company,US,business: company,business
imh-11-100,周倫元,La Salle Carbon and Coal Company,US,business: company,business
imh-11-100,周倫元,Lehigh University,US,education: higher,education
imh-11-101,周典,Victoria University,OTHER,education: higher,education
imh-11-101,周典,Ministry of Agriculture and Commerce,POST,government: central,government
imh-11-101,周典,Peking Government University,POST,education: higher,education
imh-11-101,周典,Peking Government University,POST,education: higher,education
imh-11-101,周典,University of Pennsylvania,US,education: higher,education
imh-11-102,周宗華,Honan Provincial College,POST,education: higher,education
imh-11-102,周宗華,Liangche Salt Inspectorate,POST,administration: local,administration
imh-11-102,周宗華,Shao-Hsing Salt Revenue Office,POST,administration: local,administration
imh-11-102,周宗華,Peiyang University,PRE,education: higher,education
imh-11-102,周宗華,Brown University,US,education: higher,education
imh-11-102,周宗華,University of Chicago,US,education: higher,education
imh-11-102,周宗華,Yale University,US,education: higher,education
imh-11-103,周詒春,Alpha Chi Rho,POST,association: fraternity,association
imh-11-103,周詒春,Fu Tan College,POST,education: higher,education
imh-11-103,周詒春,Ministry of Foreign Affairs,POST,government: central,government
imh-11-103,周詒春,Phi Beta Kappa,POST,association: fraternity,association
imh-11-103,周詒春,Phi Delta Kappa,POST,association: fraternity,association
imh-11-103,周詒春,St. John's University,POST,education: higher,education
imh-11-103,周詒春,St. John's University,POST,education: higher,education
imh-11-103,周詒春,St. John's University,POST,education: higher,education
imh-11-103,周詒春,Tsing Hua College,POST,education: higher,education
imh-11-103,周詒春,Woosung National Institute,POST,education: higher,education
imh-11-103,周詒春,Yale University,POST,education: higher,education
imh-11-103,周詒春,University of Wisconsin,US,education: higher,education
imh-11-104,周象賢,Bureau of Municipal Administration (Peking),POST,administration: local,administration
imh-11-104,周象賢,Ministry of Interior,POST,government: central,government
imh-11-104,周象賢,Peking Government University,POST,education: higher,education
imh-11-104,周象賢,Massachusetts Institute of Technology,US,education: higher,education
imh-11-104,周象賢,Nanyang College,PRE,education: higher,education
imh-11-104,周象賢,M. I. T. Cosmopolitan Club,US,association: club,association
imh-11-105,卓康成,Institute of Chinese Engineers,POST,other: institute,other
imh-11-105,卓康成,Szechuen-Hankow Railway,POST,railway: China,railway
imh-11-105,卓康成,Tayeh Iron Mines,POST,industry: mines,industry
imh-11-105,卓康成,Whangpoo Conservancy Board,POST,administration: local,administration
imh-11-105,卓康成,Cornell University,US,education: higher,education
imh-11-105,卓康成,Stanford University,US,education: higher,education
imh-11-106,卓鏞詩,Y.M.C.A.,POST,association: voluntary,association
imh-11-106,卓鏞詩,St. John's University,PRE,education: higher,education
imh-11-106,卓鏞詩,University of Nanking,PRE,education: higher,education
imh-11-106,卓鏞詩,Chinese Student's Alliance,US,association: students,association
imh-11-106,卓鏞詩,Chinese Students' Christian Association,US,association: students,association
imh-11-106,卓鏞詩,Stanford Cosmopolitan Club,US,association: club,association
imh-11-106,卓鏞詩,Stanford University,US,education: higher,education
imh-11-107,林鑑誠,Standard Oil Company of New York,POST,business: company,business
imh-11-107,林鑑誠,St. John's University,PRE,education: higher,education
imh-11-107,林鑑誠,St. John's University,PRE,education: higher,education
imh-11-107,林鑑誠,Chinese Student's Alliance,US,association: students,association
imh-11-107,林鑑誠,Cornell University,US,education: higher,education
imh-11-107,林鑑誠,Kansas City Convention,US,event: convention,event
imh-11-107,林鑑誠,University of Virginia,US,education: higher,education
imh-11-107,林鑑誠,University of Virginia,US,education: higher,education
imh-11-108,林彪,Imperial Bavarian Julius Maximilian University,OTHER,education: higher,education
imh-11-108,林彪,Imperial University of Berlin,OTHER,education: higher,education
imh-11-108,林彪,Chinese Legation (Berlin),POST,government: foreign,government
imh-11-108,林彪,Ministry of Foreign Affairs,POST,government: central,government
imh-11-108,林彪,St. John's University,PRE,education: higher,education
imh-11-108,林彪,American Journal of Social and Political Science,US,media: journal,media
imh-11-108,林彪,University of Wisconsin,US,education: higher,education
imh-11-109,林立,Fu Tan College,POST,education: higher,education
imh-11-109,林立,William Nast College,POST,education: higher,education
imh-11-109,林立,Kiukiang Academy,PRE,education: higher,education
imh-11-109,林立,William Nast College,PRE,education: higher,education
imh-11-109,林立,William Nast College,PRE,education: higher,education
imh-11-109,林立,Association of Cosmopolitan Clubs,US,association: club,association
imh-11-109,林立,Central Wesleyan College,US,education: higher,education
imh-11-109,林立,Garfield Literary Society,US,association: society,association
imh-11-109,林立,Goethenian Oratorical Association,US,association: society,association
imh-11-109,林立,Phi Delta Kappa,US,association: fraternity,association
imh-11-109,林立,State University of Iowa,US,education: higher,education
imh-11-109,林立,Syracuse University,US,education: higher,education
imh-11-11,王寵佑,Charles Griffin and Company,POST,business: company,business
imh-11-11,王寵佑,Kwantung Commissioner of Industry and Commerce,POST,administration: commission,administration
imh-11-11,王寵佑,Pao Tai Mining and Smelting Company,POST,business: company,business
imh-11-11,王寵佑,T. K. Banoff and Company,POST,business: company,business
imh-11-11,王寵佑,Tayeh Iron Mines,POST,industry: mines,industry
imh-11-11,王寵佑,Wah Chang Mining and Smelting Company,POST,business: company,business
imh-11-11,王寵佑,Peiyang University,PRE,education: higher,education
imh-11-11,王寵佑,Peiyang University,PRE,education: higher,education
imh-11-11,王寵佑,Queen's College,PRE,education: higher,education
imh-11-11,王寵佑,American Institute of Mining Engineers,US,association: professional,association
imh-11-11,王寵佑,Columbia University,US,education: higher,education
imh-11-11,王寵佑,Institute of Mining and Metallurgy,US,other: institute,other
imh-11-11,王寵佑,Sigma Xi,US,association: fraternity,association
imh-11-11,王寵佑,University of California,US,education: higher,education
imh-11-110,易鼎新,Government Teachers' College (Changsha),POST,education: higher,education
imh-11-110,易鼎新,Government Teachers' College (Changsha),POST,education: higher,education
imh-11-110,易鼎新,Hunan Polytechnic Institute,POST,education: higher,education
imh-11-110,易鼎新,Siemens China Company,POST,business: company,business
imh-11-110,易鼎新,Changsha Educational Mission School,PRE,education: missionary,education
imh-11-110,易鼎新,Changsha School,PRE,education: secondary,education
imh-11-110,易鼎新,Li Kiang School,PRE,education: secondary,education
imh-11-110,易鼎新,Mukden College of Languages,PRE,education: higher,education
imh-11-110,易鼎新,Peking Government University,PRE,education: higher,education
imh-11-110,易鼎新,Chinese Student's Alliance,US,association: students,association
imh-11-110,易鼎新,Chinese Students' Monthly,US,media: periodical,media
imh-11-110,易鼎新,Chinese Students' Quarterly,US,media: periodical,media
imh-11-110,易鼎新,Chung Hua Industrial World,US,media: periodical,media
imh-11-110,易鼎新,General Electric Company,US,business: company,business
imh-11-110,易鼎新,Lehigh Chinese Students' Club,US,association: students,association
imh-11-110,易鼎新,Lehigh University,US,education: higher,education
imh-11-110,易鼎新,Lehigh University,US,education: higher,education
imh-11-110,易鼎新,Lehigh University Electrical Society,US,association: professional,association
imh-11-110,易鼎新,Sigma Xi,US,association: fraternity,association
imh-11-110,易鼎新,Tau Beta Pi,US,association: fraternity,association
imh-11-110,易鼎新,Union College,US,education: higher,education
imh-11-111,胡其炳,William Nast College,POST,education: higher,education
imh-11-111,胡其炳,Charles City College,US,education: higher,education
imh-11-111,胡其炳,Washingtonian Society,US,association: society,association
imh-11-112,胡昌鶴,William Nast College,POST,education: higher,education
imh-11-112,胡昌鶴,First Min-Li School,PRE,education: secondary,education
imh-11-112,胡昌鶴,Kiukiang Grammar School,PRE,education: secondary,education
imh-11-112,胡昌鶴,William Nast College,PRE,education: higher,education
imh-11-112,胡昌鶴,William Nast College,PRE,education: higher,education
imh-11-112,胡昌鶴,Central Wesleyan College,US,education: higher,education
imh-11-112,胡昌鶴,Chinese Student's Alliance,US,association: students,association
imh-11-112,胡昌鶴,Chinese Students' Christian Association,US,association: students,association
imh-11-112,胡昌鶴,De Pauw University,US,education: higher,education
imh-11-112,胡昌鶴,De Pauw University,US,education: higher,education
imh-11-112,胡昌鶴,Epworth League,US,association: voluntary,association
imh-11-112,胡昌鶴,Goethenian Oratorical Association,US,association: society,association
imh-11-112,胡昌鶴,Goethenian Oratorical Association,US,association: society,association
imh-11-112,胡昌鶴,New York University,US,education: higher,education
imh-11-112,胡昌鶴,New York University,US,education: higher,education
imh-11-112,胡昌鶴,Y.M.C.A. (U.S.A.),US,association: voluntary,association
imh-11-113,胡先驌,Hung Du Middle School,PRE,education: secondary,education
imh-11-113,胡先驌,Peking Government University,PRE,education: higher,education
imh-11-113,胡先驌,Beta Kappa Alpha,US,association: fraternity,association
imh-11-113,胡先驌,California Chinese Students' Club,US,association: students,association
imh-11-113,胡先驌,California Chinese Students' Club,US,association: students,association
imh-11-113,胡先驌,Chinese Student's Alliance,US,association: students,association
imh-11-113,胡先驌,Chinese Student's Alliance,US,association: students,association
imh-11-113,胡先驌,Chinese Students' Quarterly,US,media: periodical,media
imh-11-113,胡先驌,Science,US,media: periodical,media
imh-11-113,胡先驌,Sigma Xi,US,association: fraternity,association
imh-11-113,胡先驌,University of California,US,education: higher,education
imh-11-114,胡鴻猷,Chinese Political and Social Science Association,POST,association: professional,association
imh-11-114,胡鴻猷,Kiangsu Bank,POST,bank: private,banking
imh-11-114,胡鴻猷,Kiangsu Bank,POST,bank: private,banking
imh-11-114,胡鴻猷,Ministry of Communications,POST,government: central,government
imh-11-114,胡鴻猷,Nanyang Polytechnic Institute,POST,education: higher,education
imh-11-114,胡鴻猷,Nanyang College,PRE,education: higher,education
imh-11-114,胡鴻猷,University of Pennsylvania,US,education: higher,education
imh-11-115,胡憲生,Nanyang College,PRE,education: higher,education
imh-11-115,胡憲生,Peking Government University,PRE,education: higher,education
imh-11-115,胡憲生,Soochow University,PRE,education: higher,education
imh-11-115,胡憲生,Cornell University,US,education: higher,education
imh-11-116,胡棟朝,Nanking-Hunan Railway,POST,railway: China,railway
imh-11-116,胡棟朝,Nanyang College,POST,education: higher,education
imh-11-116,胡棟朝,Szechuen-Hankow Railway,POST,railway: China,railway
imh-11-116,胡棟朝,Peiyang University,PRE,education: higher,education
imh-11-116,胡棟朝,Queen's College,PRE,education: higher,education
imh-11-116,胡棟朝,Cornell University,US,education: higher,education
imh-11-116,胡棟朝,University of California,US,education: higher,education
imh-11-117,胡克,Bureau of Foreign Affairs (Anking),POST,administration: local,administration
imh-11-117,胡克,Nanking Provincial College,POST,education: higher,education
imh-11-117,胡克,Tientsin Foreign Office,POST,administration: local,administration
imh-11-117,胡克,Anglo-Chinese College (Shanghai),PRE,education: higher,education
imh-11-117,胡克,Burnett's High School,PRE,education: secondary,education
imh-11-117,胡克,Tung Wen School (Nanjing),PRE,education: secondary,education
imh-11-117,胡克,Barnes University,US,education: higher,education
imh-11-117,胡克,South Western University,US,education: higher,education
imh-11-117,胡克,Vanderbilt University,US,education: higher,education
imh-11-118,胡詒穀,Chinese Law Club,POST,association: club,association
imh-11-118,胡詒穀,Chinese Political and Social Science Association,POST,association: professional,association
imh-11-118,胡詒穀,Ministry of Communications,POST,government: central,government
imh-11-118,胡詒穀,Nanyang College,POST,education: higher,education
imh-11-118,胡詒穀,Peking Government University,POST,education: higher,education
imh-11-118,胡詒穀,Supreme Court of China,POST,judiciary: central,judiciary
imh-11-118,胡詒穀,Nanyang College,PRE,education: higher,education
imh-11-118,胡詒穀,St. John's Echo,PRE,media: periodical,media
imh-11-118,胡詒穀,St. John's University,PRE,education: higher,education
imh-11-118,胡詒穀,St. John's University,PRE,education: higher,education
imh-11-118,胡詒穀,Commonwealth Club,US,association: club,association
imh-11-118,胡詒穀,Cosmopolitan Club,US,association: club,association
imh-11-118,胡詒穀,Oratorical Association,US,association: society,association
imh-11-118,胡詒穀,Reynolds Club,US,association: club,association
imh-11-118,胡詒穀,University of California,US,education: higher,education
imh-11-118,胡詒穀,University of Chicago,US,education: higher,education
imh-11-118,胡詒穀,University of Illinois,US,education: higher,education
imh-11-119,胡章,Club Concordia,POST,association: club,association
imh-11-119,胡章,Fang Hing Tannery,POST,industry: factory,industry
imh-11-119,胡章,Government Teachers' College (Canton),POST,education: higher,education
imh-11-119,胡章,Kwangtung College,POST,education: higher,education
imh-11-119,胡章,Liangkwang College,PRE,education: higher,education
imh-11-119,胡章,Boone School,US,education: secondary,education
imh-11-119,胡章,Cosmopolitan Club,US,association: club,association
imh-11-119,胡章,University of California,US,education: higher,education
imh-11-119,胡章,University of Iowa,US,education: higher,education
imh-11-119,胡章,University of Wisconsin,US,education: higher,education
imh-11-12,王恩澤,Peiyang University,PRE,education: higher,education
imh-11-12,王恩澤,Harvard University,US,education: higher,education
imh-11-12,王恩澤,University of Chicago,US,education: higher,education
imh-11-120,胡潤德,Government Teachers' College (Nanking),POST,education: higher,education
imh-11-120,胡潤德,Nanking-Hunan Railway,POST,railway: China,railway
imh-11-120,胡潤德,University of Nanking Hospital,POST,education: higher,education
imh-11-120,胡潤德,Iolani College,PRE,education: higher,education
imh-11-120,胡潤德,American Medical College,US,education: higher,education
imh-11-120,胡潤德,Barnes University,US,education: higher,education
imh-11-120,胡潤德,Chinese Student's Alliance,US,association: students,association
imh-11-120,胡潤德,Societas Medica Chicuciga,US,association: professional,association
imh-11-121,胡繼賢,Canton Christian College,POST,education: higher,education
imh-11-121,胡繼賢,Canton Christian College Quarterly,POST,education: higher,education
imh-11-121,胡繼賢,Club Concordia,POST,association: club,association
imh-11-121,胡繼賢,South China Athletic Association,POST,association: sports,association
imh-11-121,胡繼賢,Canton Christian College,PRE,education: higher,education
imh-11-121,胡繼賢,Canton Christian College,PRE,education: higher,education
imh-11-121,胡繼賢,Yu Tsai School,PRE,education: secondary,education
imh-11-121,胡繼賢,Columbia University,US,education: higher,education
imh-11-121,胡繼賢,University of Michigan,US,education: higher,education
imh-11-122,計大雄,Nanking Waterways Engineering College,POST,education: higher,education
imh-11-122,計大雄,Pootung Academy,POST,education: higher,education
imh-11-122,計大雄,Lu Kia Hui Middle School,PRE,education: secondary,education
imh-11-122,計大雄,Nanhui School,PRE,education: secondary,education
imh-11-122,計大雄,Nanyang College,PRE,education: higher,education
imh-11-122,計大雄,Sungkiang Middle School,PRE,education: secondary,education
imh-11-122,計大雄,Cornell Chinese Students Club,US,association: students,association
imh-11-122,計大雄,Cornell University,US,education: higher,education
imh-11-122,計大雄,Cosmopolitan Club,US,association: club,association
imh-11-123,郞國楨,Chinese Telephone Administration,POST,administration: central,administration
imh-11-123,郞國楨,Nanyang College,PRE,education: higher,education
imh-11-123,郞國楨,University of Wisconsin,US,education: higher,education
imh-11-123,郞國楨,Western Electric Company,US,business: company,business
imh-11-124,施振元,Board of Audit,POST,government:central,government
imh-11-124,施振元,Lung-Hai Railway,POST,railway: China,railway
imh-11-124,施振元,Cook Academy,US,education: higher,education
imh-11-124,施振元,Cornell University,US,education: higher,education
imh-11-125,施調元,Chin Sing Cotton Mill,POST,industry: factory,industry
imh-11-125,施調元,San Sing Cotton Mill,POST,industry: factory,industry
imh-11-125,施調元,St. John's University,PRE,education: higher,education
imh-11-125,施調元,Philadelphia Textile School,US,education: vocational,education
imh-11-125,施調元,University of Pennsylvania,US,education: higher,education
imh-11-126,施聯元,Bank of Communications,POST,bank: private,banking
imh-11-126,施聯元,Kiangsu Bank,POST,bank: private,banking
imh-11-126,施聯元,Tangshan Locomotive Works,POST,industry: works,industry
imh-11-126,施聯元,Fen Yi Hsien Magistrate,PRE,judiciary: local,judiciary
imh-11-126,施聯元,Ithaca High School,US,education: secondary,education
imh-11-126,施聯元,Philadelphia Textile School,US,education: vocational,education
imh-11-127,施肇基,Chinese Legation (London),POST,government: foreign,government
imh-11-127,施肇基,Harbin Customs,POST,administration: local,administration
imh-11-127,施肇基,Ministry of Communications,POST,government: central,government
imh-11-127,施肇基,Ministry of Foreign Affairs,POST,government: central,government
imh-11-127,施肇基,Northern Railway,POST,railway: China,railway
imh-11-127,施肇基,Peking-Hankow Railway,POST,railway: China,railway
imh-11-127,施肇基,President's Office,POST,government: central,government
imh-11-127,施肇基,St. John's Echo,PRE,media: periodical,media
imh-11-127,施肇基,St. John's University,PRE,education: higher,education
imh-11-127,施肇基,Cornell University,US,education: higher,education
imh-11-127,施肇基,Cornellian,US,media: periodical,media
imh-11-127,施肇基,Washington High School,US,education: secondary,education
imh-11-128,施肇祥,Kailan Mining Administration,POST,administration: local,administration
imh-11-128,施肇祥,Peking-Mukden Railway,POST,railway: China,railway
imh-11-128,施肇祥,Tientsin Industrial College,POST,education: higher,education
imh-11-128,施肇祥,Tientsin Mint,POST,industry: mint,industry
imh-11-128,施肇祥,Tientsin-Pukow Railway,POST,railway: China,railway
imh-11-128,施肇祥,St. John's University,PRE,education: higher,education
imh-11-128,施肇祥,American Society of Mechanical Engineers,US,association: professional,association
imh-11-128,施肇祥,Central High School,US,education: secondary,education
imh-11-128,施肇祥,Cornell University,US,education: higher,education
imh-11-129,施贊元,Tsing Hua College,POST,education: higher,education
imh-11-129,施贊元,Shun Cheng School,PRE,education: secondary,education
imh-11-129,施贊元,St. John's University,PRE,education: higher,education
imh-11-129,施贊元,Central High School,US,education: secondary,education
imh-11-129,施贊元,Columbia Hospital for Women,US,facility: health,facility
imh-11-129,施贊元,George Washington University,US,education: higher,education
imh-11-129,施贊元,George Washington University,US,education: higher,education
imh-11-129,施贊元,George Washington University Hospital,US,education: higher,education
imh-11-13,王鑑和,Anglo-Chinese College (Foochow),POST,education: higher,education
imh-11-13,王鑑和,Eddy's Evangelistic Campaign,POST,event: campaign,event
imh-11-13,王鑑和,Methodist Central Church,POST,other: church,other
imh-11-13,王鑑和,Anglo-Chinese College (Foochow),PRE,education: higher,education
imh-11-13,王鑑和,Anglo-Chinese College (Foochow),PRE,education: higher,education
imh-11-13,王鑑和,Cornell University,US,education: higher,education
imh-11-13,王鑑和,Star Literary Society,US,association: society,association
imh-11-130,施厚元,Shun Cheng School,PRE,education: secondary,education
imh-11-130,施厚元,St. John's University,PRE,education: higher,education
imh-11-130,施厚元,Cook Academy,US,education: higher,education
imh-11-130,施厚元,Mercersberg Academy,US,education: higher,education
imh-11-130,施厚元,University of Pennsylvania,US,education: higher,education
imh-11-131,姚觀順,Canton Board of Conservancy,POST,administration: local,administration
imh-11-131,姚觀順,Club Concordia,POST,association: club,association
imh-11-131,姚觀順,Chinese Student's Alliance,US,association: students,association
imh-11-131,姚觀順,Grass Valley High School,US,education: secondary,education
imh-11-131,姚觀順,Grass Valley High School Debating Club,US,association: club,association
imh-11-131,姚觀順,Medhurst College,US,education: higher,education
imh-11-131,姚觀順,Norwich University,US,education: higher,education
imh-11-131,姚觀順,University of California,US,education: higher,education
imh-11-131,姚觀順,Vermont National Guard,US,military: foreign,military
imh-11-132,姚鍾琳,Bureau of Foreign Affairs (Tientsin),POST,administration: local,administration
imh-11-132,姚鍾琳,Industrial Bank of China,POST,bank: private,banking
imh-11-132,姚鍾琳,Peiyang University,PRE,education: higher,education
imh-11-132,姚鍾琳,University of Pennsylvania,US,education: higher,education
imh-11-133,兪慶恩,Conference of Medical Terminology,POST,event: conference,event
imh-11-133,兪慶恩,Kiangsu Educational Association,POST,association: voluntary,association
imh-11-133,兪慶恩,Kiangsu Educational Association,POST,association: voluntary,association
imh-11-133,兪慶恩,National Medical Journal,POST,media: journal,media
imh-11-133,兪慶恩,Shanghai Institute of Technology,POST,education: higher,education
imh-11-133,兪慶恩,World's Chinese Students' Federation,POST,association: students,association
imh-11-133,兪慶恩,Y.M.C.A. (Shanghai),POST,association: voluntary,association
imh-11-133,兪慶恩,Y.M.C.A. (Shanghai),POST,association: voluntary,association
imh-11-133,兪慶恩,Nanyang College,PRE,education: higher,education
imh-11-133,兪慶恩,St. John's University,PRE,education: higher,education
imh-11-133,兪慶恩,St. Luke's Hospital,PRE,facility: health,facility
imh-11-133,兪慶恩,St. Luke's Hospital,PRE,facility: health,facility
imh-11-133,兪慶恩,Cosmopolitan Club,US,association: club,association
imh-11-133,兪慶恩,Pennsylvania Students' Club,US,association: students,association
imh-11-133,兪慶恩,University of Pennsylvania,US,education: higher,education
imh-11-134,柴春霖,Government Teachers' College (Peking),POST,education: higher,education
imh-11-134,柴春霖,Nanchang-Kiukiang Railway,POST,railway: China,railway
imh-11-134,柴春霖,Peiyang School,PRE,education: secondary,education
imh-11-134,柴春霖,University of Wisconsin,US,education: higher,education
imh-11-135,秦汾,Kiangnan College,POST,education: higher,education
imh-11-135,秦汾,Nanyang College,POST,education: higher,education
imh-11-135,秦汾,Peking Government University,POST,education: higher,education
imh-11-135,秦汾,Pootung Middle School,POST,education: secondary,education
imh-11-135,秦汾,Harvard University,US,education: higher,education
imh-11-136,徐良,Canton Governor's Office,POST,government: local,government
imh-11-136,徐良,Chinese Legation (Washington),POST,government: foreign,government
imh-11-136,徐良,Ministry of Foreign Affairs,POST,government: central,government
imh-11-136,徐良,Ministry of Justice,POST,government: central,government
imh-11-136,徐良,Panama Pacific International Exposition,POST,event: exposition,event
imh-11-136,徐良,Kwangtung Provincial College,PRE,education: higher,education
imh-11-136,徐良,Ta Tong School,PRE,education: secondary,education
imh-11-136,徐良,Capital University,US,education: higher,education
imh-11-136,徐良,Columbia University,US,education: higher,education
imh-11-137,徐墀,Peking-Mukden Railway,POST,railway: China,railway
imh-11-137,徐墀,Peking Daily News,PRE,media: daily,media
imh-11-137,徐墀,Tangshan Railway and Engineering College,PRE,education: higher,education
imh-11-137,徐墀,American Political Science Association,US,association: professional,association
imh-11-137,徐墀,Columbia University,US,education: higher,education
imh-11-137,徐墀,Cosmopolitan Club,US,association: club,association
imh-11-137,徐墀,Illinois Central Railway,US,railway: abroad,railway
imh-11-137,徐墀,Pennsylvania Railway,US,railway: abroad,railway
imh-11-137,徐墀,Tschen Pao,US,media: daily,media
imh-11-137,徐墀,University of Illinois,US,education: higher,education
imh-11-137,徐墀,University of Pennsylvania,US,education: higher,education
imh-11-137,徐墀,Varsity Tennis Team,US,association: sports,association
imh-11-138,徐維震,Foreign Loan Commission,POST,administration: commission,administration
imh-11-138,徐維震,Legislative Bureau,POST,legislative: central,legislative
imh-11-138,徐維震,Ministry of Communications,POST,government: central,government
imh-11-138,徐維震,Ministry of Communications,POST,government: central,government
imh-11-138,徐維震,Ministry of Education,POST,government: central,government
imh-11-138,徐維震,Ministry of Finance,POST,government: central,government
imh-11-138,徐維震,Ministry of Navy,POST,government: central,government
imh-11-138,徐維震,National Law School,POST,education: higher,education
imh-11-138,徐維震,Peking Government University,POST,education: higher,education
imh-11-138,徐維震,Peking Government University,POST,education: higher,education
imh-11-138,徐維震,Peking Government University,POST,education: higher,education
imh-11-138,徐維震,Supreme Court of China,POST,judiciary: central,judiciary
imh-11-138,徐維震,Nanyang College,PRE,education: higher,education
imh-11-138,徐維震,American Political Science Association,US,association: professional,association
imh-11-138,徐維震,Chinese Student's Alliance,US,association: students,association
imh-11-138,徐維震,Cosmopolitan Club,US,association: club,association
imh-11-138,徐維震,History Club,US,association: club,association
imh-11-138,徐維震,Law Club,US,association: club,association
imh-11-138,徐維震,University of California,US,education: higher,education
imh-11-138,徐維震,University of Chicago,US,education: higher,education
imh-11-138,徐維震,University of Indiana,US,education: higher,education
imh-11-139,徐經郛,Nanyang Polytechnic Institute,POST,education: higher,education
imh-11-139,徐經郛,Nanyang Polytechnic Institute,POST,education: higher,education
imh-11-139,徐經郛,Nanyang College,PRE,education: higher,education
imh-11-139,徐經郛,University of Pennsylvania,US,education: higher,education
imh-11-14,王麟閣,Bureau of Foreign Affairs (Wuchang),POST,administration: local,administration
imh-11-14,王麟閣,Ministry of Foreign Affairs,POST,government: central,government
imh-11-14,王麟閣,University of North Carolina,US,education: higher,education
imh-11-140,徐廷爵,Mukden Mining Bureau,POST,administration: local,administration
imh-11-140,徐廷爵,Peking-Mukden Railway,POST,railway: China,railway
imh-11-140,徐廷爵,Tientsin-Pukow Railway,POST,railway: China,railway
imh-11-140,徐廷爵,Anglo-Chinese College (Tientsin),PRE,education: higher,education
imh-11-140,徐廷爵,Mei Tse Academy,PRE,education: higher,education
imh-11-140,徐廷爵,Peiyang University,PRE,education: higher,education
imh-11-140,徐廷爵,Eastman College,US,education: higher,education
imh-11-140,徐廷爵,New Bedford Textile College,US,education: higher,education
imh-11-140,徐廷爵,Oakland Polytechnic College,US,education: higher,education
imh-11-141,徐景文,Hun Ta Insurance Company,POST,business: company,business
imh-11-141,徐景文,Kwangtung Provincial Government,POST,government: local,government
imh-11-141,徐景文,Hongkong Diocesan School,PRE,education: secondary,education
imh-11-141,徐景文,St. John's University,PRE,education: higher,education
imh-11-141,徐景文,St. Paul's College,PRE,education: higher,education
imh-11-141,徐景文,British American Society,US,association: society,association
imh-11-141,徐景文,Garretsonian Society,US,association: society,association
imh-11-141,徐景文,Philadelphia Dental College,US,education: higher,education
imh-11-142,徐崇欽,Nanyang College,POST,education: higher,education
imh-11-142,徐崇欽,Peking Government University,POST,education: higher,education
imh-11-142,徐崇欽,William Jewell College,PRE,education: higher,education
imh-11-142,徐崇欽,Yale University,US,education: higher,education
imh-11-143,徐志薌,Gerin Drevard and Company,POST,business: company,business
imh-11-143,徐志薌,St. John's University,PRE,education: higher,education
imh-11-143,徐志薌,General Electric Company,US,business: company,business
imh-11-143,徐志薌,Harvard University,US,education: higher,education
imh-11-143,徐志薌,Harvard University,US,education: higher,education
imh-11-143,徐志薌,Massachusetts Institute of Technology,US,education: higher,education
imh-11-143,徐志薌,University of Illinois,US,education: higher,education
imh-11-143,徐志薌,University of Illinois,US,education: higher,education
imh-11-144,徐可陞,Y.M.C.A. (Shanghai),POST,association: voluntary,association
imh-11-144,徐可陞,Anglo-Chinese College (Shanghai),PRE,education: higher,education
imh-11-144,徐可陞,Chinese Students' Club,US,association: students,association
